age,no_of_respondents
92,405000
93,512500
92,408000
92,410000
92,438000
92,362000
85,360000
97,543000
93,500000
90,390000
93,448000
90,370000
92,445000
97,500000
92,465000
96,505000
92,455000
98,520000
92,473000
92,412000
92,475000
92,423000
92,457000
93,540000
93,523888
92,501888
93,510000
92,430000
94,425000
92,482000
99,500000
92,470000
96,545000
92,450000
95,516000
92,440000
92,475888
93,465000
93,420000
90,422000
92,545000
95,526500
93,460000
93,448000
93,475000
97,565000
93,470000
93,540000
93,480000
93,457000
93,565000
112,388000
110,392500
111,400000
110,438000
110,432500
110,500000
110,415000
110,405000
112,420000
110,400000
110,420000
110,443000
114,460000
110,450000
114,460000
110,420000
118,580000
111,430800
111,440000
110,431000
110,405000
110,430000
110,421888
110,400000
110,398000
115,600000
112,388000
110,408000
110,410000
110,472000
115,685000
112,565000
110,460000
110,400000
113,680000
115,609000
113,610000
116,678000
113,590000
113,550000
113,560000
113,585000
116,718000
113,525000
113,535000
130,500000
130,528000
129,515000
130,563000
128,550000
128,588000
128,535000
128,555000
128,540000
48,188000
48,198000
47,360000
60,282500
58,253000
60,260000
66,298000
71,325000
63,582000
63,505000
63,565000
65,385000
65,280000
67,561000
65,342500
65,311000
65,300000
65,285000
65,303000
65,358000
65,408888
65,352000
65,390000
65,320000
65,420000
67,290000
72,385000
60,270000
70,350000
70,295000
60,276000
60,300000
69,560000
69,540000
60,537000
105,708000
104,770000
87,800000
87,760000
92,773000
88,662000
104,735000
92,775000
108,590000
84,415000
95,600000
85,578000
90,775000
96,715000
90,590000
117,830000
123,650000
113,991000
117,860000
132,900000
124,955000
110,875000
149,1095000
40,215000
67,283000
93,400000
95,320000
95,368000
102,350000
90,320000
90,318000
94,323000
90,338000
90,318000
100,333000
95,348000
100,338000
86,306000
90,310000
93,363000
90,340000
91,346000
90,331000
110,398000
115,385000
110,399888
118,375000
110,328000
110,340000
110,362000
111,380000
121,385000
121,460000
110,388800
110,420000
110,390000
110,466000
110,458888
110,350000
110,450000
121,378000
111,435000
121,375000
120,412000
111,388000
121,378000
121,423000
110,362000
113,428000
110,393000
110,413888
131,434000
136,495000
130,410000
130,500000
47,270888
47,260000
47,238000
46,260000
46,230000
68,360000
67,348000
67,330000
67,300000
67,305000
67,360000
67,350000
85,336000
92,400000
95,380000
95,465000
95,460000
90,410000
93,410000
93,445000
92,385000
93,450000
90,520000
92,580000
90,548000
90,550000
90,470000
90,465000
90,500000
90,430000
90,420000
85,428000
85,323000
85,385000
93,340000
102,418000
101,345000
100,428000
93,415000
95,395000
92,428888
94,420000
94,395000
95,430000
94,408000
94,448008.88
95,417000
91,380000
94,410000
93,400000
93,405000
93,371000
93,365000
93,418000
93,385000
93,390000
93,367000
93,390000
100,345000
90,347000
93,350000
91,342000
100,355000
96,355888
97,373888
100,373800
93,550000
93,545000
90,528000
94,436000
94,428888
93,460000
93,445000
93,450000
93,430000
92,400000
93,458000
93,431000
92,453888
93,450000
93,466500
93,438000
93,375000
93,470000
110,525000
110,442800
110,375000
110,362000
110,445000
110,405000
110,383000
112,390000
111,410000
111,410000
110,408000
110,364000
111,410000
110,470000
110,462500
110,420000
110,460000
116,440000
110,522000
115,390000
110,408000
110,495000
115,448000
122,490000
114,449000
112,425000
112,442000
112,542800
110,420000
112,465000
110,436000
110,355000
109,468888
115,365000
110,370000
111,380000
110,380000
111,408000
122,400000
121,375000
121,450000
121,455000
110,415000
110,500000
110,480000
110,508000
110,393000
113,550000
126,506000
125,536000
125,555000
125,565000
130,620000
130,568000
130,600000
130,655000
130,533000
131,510000
140,620000
141,550000
130,620000
130,498000
64,358000
64,355000
73,338888
60,293000
67,298000
70,320000
105,660000
95,480000
91,420000
105,635000
94,550000
103,580000
83,515000
99,625000
91,375000
91,380000
91,335000
83,366000
91,320000
122,480000
121,485000
121,472000
121,520000
127,500000
120,490000
119,490000
120,455000
120,558888
140,935000
146,860000
146,865000
149,830000
148,668000
140,700000
147,630000
149,657000
149,638000
147,633000
150,735000
46,278000
46,260000
45,260000
73,305000
67,318000
73,342000
67,390000
74,328000
75,320000
68,320000
78,355000
74,375000
75,320000
79,333000
74,325000
73,377000
79,350000
72,330000
75,345000
67,320000
73,325000
60,305000
74,345000
64,328000
68,320000
74,335000
74,333000
74,340000
73,342000
84,415888
84,360000
84,398000
101,510000
84,400000
84,440000
91,427000
91,410000
100,435000
103,422000
103,382000
104,425000
93,415000
104,467000
105,420000
115,420000
108,405000
103,365000
103,360000
104,439000
102,400000
103,424000
103,432000
112,401000
100,415000
107,418000
107,405000
105,420000
104,468000
84,370000
84,362500
104,420000
107,412000
103,448000
104,400000
100,450000
99,442000
105,442800
108,458000
84,372000
104,465000
84,365000
105,450000
104,420000
104,458000
107,440000
109,465000
122,455000
122,510000
122,585000
121,563000
122,570000
122,565000
127,570000
121,520000
110,800000
133,555000
133,550000
139,480000
125,475000
132,563000
134,500000
124,427000
122,435000
121,500000
122,455000
121,490000
120,500000
124,450000
124,520000
120,520000
120,580000
119,490000
119,510000
122,580000
127,590000
142,785000
146,785000
146,690000
149,690000
142,808000
146,620000
149,630000
147,673888
147,600000
142,615000
43,205000
66,195000
66,205000
66,185000
66,290000
65,279000
67,290000
65,280000
67,300000
66,260000
65,255000
67,273888
72,296000
72,330000
78,335000
68,285000
68,285000
63,257000
63,291000
67,255000
66,245000
66,228000
65,243999
65,260000
66,260000
67,310000
74,420000
74,370000
65,303000
65,310000
102,418000
101,692000
105,610000
106,548888
103,520000
91,740000
91,745000
91,818000
91,815000
91,835000
99,755000
105,548000
104,730000
102,653000
101,535500
103,508000
82,305000
82,320000
84,520000
104,628000
76,520000
76,585000
91,765000
87,430000
87,400000
113,888000
110,825000
120,742800
136,710000
123,698000
120,545000
145,872000
145,885000
161,865000
65,205000
65,235000
65,218000
68,230000
65,232000
65,230000
65,228000
65,220000
75,243000
60,225000
69,250000
67,303000
67,314000
67,315000
67,318888
67,322000
73,270000
73,299000
73,305000
73,245000
67,260000
73,260000
73,268000
73,250000
73,283000
68,270000
97,310000
91,245000
98,265000
91,292000
93,268888
91,245000
88,270000
93,350000
93,408888
92,422000
92,406888
92,275000
92,290500
100,390000
103,305000
100,373000
102,325000
102,312000
102,330000
103,292000
102,328000
90,290000
103,320000
91,305000
100,315000
107,380000
107,430000
104,353000
104,355000
91,363888
91,305000
90,323000
100,325000
103,331000
91,320000
92,315000
102,350000
99,314000
92,420000
92,420000
92,423000
100,310000
91,258000
95,305000
100,333000
93,335000
102,363000
101,290000
104,320000
90,330000
90,330000
101,328000
100,325000
86,297000
103,345000
98,360000
91,294000
91,294000
91,295000
93,331000
107,386000
103,340000
86,325000
89,315000
106,333000
106,320000
106,350000
84,316000
84,278000
104,335000
104,360000
124,328000
126,323000
117,300000
121,415800
112,478000
112,425000
112,483000
123,390000
120,478000
120,407000
121,361800
126,350000
122,340000
121,385000
122,366000
122,370000
122,400000
123,463000
124,433000
123,434000
120,380000
110,385000
110,385000
118,410000
118,435000
122,415000
115,395000
124,400000
120,412000
120,415000
120,426888
110,448888
111,408000
110,420000
121,420000
110,365000
115,400000
110,382000
115,388000
110,445000
115,358000
110,368000
110,415000
121,395000
121,416000
122,395000
128,410000
125,385000
121,405000
126,450000
127,400000
124,470000
126,385000
121,435000
158,512000
162,610000
177,703000
177,700000
130,480000
141,515000
141,535000
183,650000
146,570000
146,510000
151,510000
146,520000
149,562000
48,228000
68,210000
68,230000
68,205000
68,250000
67,305000
67,250000
67,280000
68,257000
74,298000
68,260000
74,260000
74,285000
74,245000
74,270000
79,266000
67,270000
67,260000
67,258000
67,283000
74,250500
67,248000
74,255000
72,280000
67,295000
67,265000
67,250000
67,269000
67,275000
64,257000
74,250000
67,310000
67,307000
64,235000
92,400000
96,440000
92,355000
92,395000
92,450000
92,405000
103,352000
93,375000
84,300000
84,250000
104,338000
84,315000
84,322000
105,340000
104,385000
84,360000
93,380000
84,275000
103,440000
93,350000
104,330000
104,305000
92,400000
84,295000
94,305000
92,365000
96,318000
104,408000
104,315000
84,283500
104,310000
91,280000
108,370000
91,395000
93,388000
104,345000
84,280000
84,320000
84,315000
93,380000
93,320000
93,370000
93,340000
93,367000
93,375000
104,362000
84,300000
104,350000
92,425000
104,329000
104,310000
121,390000
112,545000
112,695000
121,410000
120,435000
127,465000
122,375000
122,438000
121,455000
122,550000
121,460000
111,485000
121,440000
121,410000
121,415000
121,450000
121,440000
122,385000
127,460000
146,485000
142,500000
145,550000
142,518888
146,590000
145,620000
142,630000
145,625000
179,780000
179,825000
44,210000
44,185000
68,275000
67,266000
82,325000
68,268888
68,275000
68,260000
68,235000
67,248000
68,260000
67,288000
82,281000
68,285000
68,270000
67,250000
82,315000
68,260000
67,253800
68,250000
67,240000
82,328888
73,298000
67,275000
82,295000
67,275000
67,235000
68,305000
67,275000
68,265000
73,285000
73,313000
74,310000
74,288000
68,261000
74,280000
68,294000
60,230000
69,294000
74,315000
68,240000
68,260000
68,275000
67,235000
82,346000
68,295000
67,308000
68,285000
75,325000
68,287500
68,308000
96,700000
97,442000
97,402000
87,707000
92,370000
98,402000
92,410000
106,455000
81,336000
95,412000
93,395000
91,439500
90,600000
91,478000
90,625000
93,430000
93,600000
93,590000
90,743000
119,835000
121,943000
119,585000
119,538000
120,575000
136,580000
119,620000
117,700000
110,770000
112,788000
120,730000
120,837000
112,758000
110,803888
112,845000
112,670000
112,865000
45,208000
67,308000
67,272000
68,270000
82,310000
68,310000
68,340000
81,328000
67,255000
67,330000
67,310000
82,310000
73,290000
82,350000
73,308000
67,300000
68,370000
67,300000
68,250000
59,255000
68,290000
59,270000
68,265000
68,270000
68,268000
68,290000
82,368000
61,270000
68,300000
67,278000
67,290000
68,310000
68,312000
67,280000
67,308000
68,300000
88,350000
65,280000
75,310000
65,250000
67,306000
82,360000
65,273000
65,280000
65,293000
97,705000
94,695000
92,412000
92,403000
92,385000
91,388000
91,382800
92,612800
98,389800
92,670000
92,617000
92,350000
91,400000
92,395000
95,415000
93,380000
89,350000
92,410000
84,360000
91,383000
93,407000
91,388000
84,365000
104,420000
91,368000
105,452000
105,550000
90,327500
84,318000
84,333000
105,472000
92,410000
84,325000
84,345000
108,465000
104,570000
108,740000
84,330000
119,518000
118,670000
119,518000
127,615000
123,505000
123,478000
122,503000
121,435000
139,570000
121,440000
121,470000
115,663000
115,628888
120,645000
122,597500
114,705000
121,488000
128,550000
129,530000
121,750000
130,818000
143,728000
151,670000
151,660000
154,750000
143,655000
143,785000
146,754000
146,870000
64,417000
65,260000
84,465000
84,395000
83,465000
105,673000
84,548000
104,585000
105,605000
113,613000
102,755000
113,581888
104,609000
104,572000
106,518000
97,573000
89,522000
105,548000
122,610000
121,665000
121,710000
131,760000
121,680000
121,695000
131,590000
121,748000
131,745000
133,780000
120,1076000
120,857500
121,720000
163,996000
163,1138000
150,1098888
149,850000
149,830000
67,280000
72,350000
69,295000
67,248000
73,243000
73,255000
72,283000
73,268000
67,272000
73,285000
73,297000
73,265000
68,265000
68,270000
68,260000
73,220000
73,248000
73,258000
73,265000
69,253000
64,242000
64,233000
73,258000
68,235000
73,250000
68,255000
68,253000
68,258000
70,262000
